"X","Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
3962,2016,"60-64","Non-Hispanic White","No",">14","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","No","No",4
1814,2016,"45-49","Non-Hispanic Black","No","12-13","20-24","Almost entirely fat","No","Post-menopausal","35+","No","No",1
4661,2013,"55-59","Hispanic","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",2
3389,2017,"70-74","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
1822,2015,"75-79","Asian/Pacific Islander","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",2
1602,2013,"75-79","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
1476,2014,"40-44","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",21
699,2016,"80-84","Non-Hispanic White","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",32
2463,2015,"75-79","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
3781,2015,"70-74","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",3
1515,2014,"80-84","Other/Mixed","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
4294,2015,"55-59","Hispanic","No","<12","25-29","Almost entirely fat","No","Post-menopausal","35+","No","No",5
4003,2017,"55-59","Hispanic","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
2217,2016,"70-74","Other/Mixed","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
2296,2016,"45-49","Hispanic","No","<12","25-29","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
4326,2013,"60-64","Hispanic","No","12-13","20-24","Heterogeneously dense","Yes","Post-menopausal","25-29.99","Yes","No",1
5000,2016,"50-54","Non-Hispanic Black","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","35+","No","No",1
1828,2017,"45-49","Asian/Pacific Islander","No",">14","25-29","Extremely dense","No","Surgical Menopause","10-24.99","No","No",3
3762,2015,"65-69","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",3
2150,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",6
1351,2014,"35-39","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",2
4443,2015,"60-64","Asian/Pacific Islander","Yes",">14","<20","Extremely dense","No","Post-menopausal","10-24.99","No","No",1
864,2016,"55-59","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",17
273,2015,"65-69","Other/Mixed","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
3879,2015,"55-59","Asian/Pacific Islander","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
478,2016,"45-49","Non-Hispanic White","No",">14",">30","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",9
1060,2015,"35-39","Asian/Pacific Islander","No","12-13","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",3
1391,2015,"70-74","Non-Hispanic White","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",22
294,2017,"45-49","Non-Hispanic Black","No","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","35+","Yes","No",2
1379,2014,"65-69","Non-Hispanic Black","Yes",">14","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
3493,2015,"50-54","Non-Hispanic White","Yes","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",7
3976,2017,"75-79","Non-Hispanic Black","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","No","No",3
267,2013,"75-79","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",4
1757,2017,"55-59","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",2
978,2013,"55-59","Hispanic","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
2909,2017,"75-79","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",1
4945,2016,"70-74","Non-Hispanic White","No","<12","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","Yes",1
274,2014,"40-44","Non-Hispanic Black","No",">14","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
2399,2015,"40-44","Hispanic","No","<12","20-24","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",3
3239,2014,"45-49","Asian/Pacific Islander","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",3
2875,2013,"70-74","Hispanic","Yes",">14","20-24","Almost entirely fat","No","Post-menopausal","35+","No","No",1
3284,2014,"45-49","Hispanic","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
471,2013,"75-79","Non-Hispanic White","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",5
3602,2013,">85","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",2
4000,2017,"55-59","Asian/Pacific Islander","Yes",">14","Nulliparous","Heterogeneously dense","No","Surgical Menopause","10-24.99","Yes","No",1
2988,2016,"65-69","Non-Hispanic Black","No","<12",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",4
3450,2016,"55-59","Non-Hispanic Black","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","10-24.99","Yes","No",2
2955,2014,"65-69","Non-Hispanic White","Yes",">14","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",2
862,2013,"55-59","Hispanic","No","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","Yes",1
3311,2016,"55-59","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","Yes",1
4073,2015,"75-79","Hispanic","No","<12","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",1
1860,2015,"65-69","Asian/Pacific Islander","Yes","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",1
4481,2014,"60-64","Native American","Yes","12-13",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",1
1131,2016,"55-59","Non-Hispanic Black","No","12-13","<20","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
4650,2015,"30-34","Non-Hispanic Black","No",">14","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","Yes",1
4920,2013,"55-59","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",2
2220,2016,"45-49","Non-Hispanic White","No","12-13",">30","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","Yes",1
4530,2014,"40-44","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",8
679,2014,"70-74","Non-Hispanic White","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",4
4764,2017,"45-49","Non-Hispanic White","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
1569,2017,"50-54","Non-Hispanic White","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",6
2252,2014,"65-69","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",4
2669,2013,"70-74","Non-Hispanic White","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",12
415,2016,"55-59","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",2
3600,2016,"70-74","Non-Hispanic Black","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",2
244,2014,">85","Non-Hispanic White","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","Yes",1
4387,2014,"50-54","Non-Hispanic Black","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",5
1379,2014,"65-69","Non-Hispanic Black","Yes",">14","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
757,2013,"75-79","Non-Hispanic Black","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
304,2015,"80-84","Non-Hispanic White","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
2036,2013,"70-74","Non-Hispanic Black","No","12-13","20-24","Extremely dense","No","Post-menopausal","25-29.99","No","Yes",1
3036,2014,">85","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
3099,2016,"35-39","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Surgical Menopause","30-34.99","No","No",1
4420,2016,"45-49","Non-Hispanic White","No","12-13",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",55
2930,2014,"80-84","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",7
570,2015,"75-79","Non-Hispanic White","No","12-13","20-24","Almost entirely fat","No","Post-menopausal","30-34.99","Yes","No",9
1881,2016,"80-84","Non-Hispanic White","Yes","12-13","20-24","Extremely dense","No","Post-menopausal","25-29.99","Yes","Yes",1
1292,2017,"45-49","Hispanic","No","<12",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
2953,2014,"50-54","Other/Mixed","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2753,2013,"55-59","Non-Hispanic Black","Yes","12-13","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","35+","Yes","No",1
3802,2015,"60-64","Non-Hispanic White","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","35+","Yes","No",6
96,2017,"40-44","Non-Hispanic Black","No","<12","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","Yes","No",1
1856,2017,"45-49","Native American","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","35+","No","No",1
1331,2013,"55-59","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",9
1044,2014,"70-74","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",11
2534,2015,"45-49","Asian/Pacific Islander","No","12-13","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",12
2998,2015,"65-69","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",20
3905,2015,"65-69","Non-Hispanic Black","No","<12","<20","Almost entirely fat","No","Post-menopausal","35+","No","Yes",1
549,2016,"55-59","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","Yes","No",2
1285,2013,"65-69","Other/Mixed","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
3846,2016,"55-59","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","Yes","No",5
2645,2017,"75-79","Non-Hispanic White","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",3
4550,2017,"50-54","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
2557,2016,"70-74","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",2
3711,2017,"50-54","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
1410,2013,"55-59","Asian/Pacific Islander","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",3
3600,2016,"70-74","Non-Hispanic Black","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",2
4367,2013,"55-59","Non-Hispanic Black","Yes",">14","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",1
3980,2014,"50-54","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",107
3590,2014,"80-84","Non-Hispanic White","No",">14","Nulliparous","Almost entirely fat","No","Post-menopausal","10-24.99","No","Yes",1
2337,2014,"75-79","Non-Hispanic White","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",9
2178,2016,"75-79","Non-Hispanic White","Yes",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",2
812,2016,"75-79","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",11
1948,2016,"60-64","Non-Hispanic Black","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",9
2086,2015,"50-54","Non-Hispanic White","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
2722,2016,"70-74","Non-Hispanic White","No",">14","<20","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",6
4437,2015,"65-69","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",13
4431,2014,"55-59","Hispanic","No","<12","20-24","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","No",2
4437,2015,"65-69","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",13
658,2013,"65-69","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","No","No",2
2333,2015,"70-74","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",3
2847,2016,"65-69","Non-Hispanic Black","No",">14","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",2
2736,2016,"45-49","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",3
3739,2013,"75-79","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",2
109,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",8
3566,2013,"80-84","Hispanic","Yes",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",1
4669,2016,"70-74","Non-Hispanic White","Yes","<12","<20","Almost entirely fat","No","Post-menopausal","35+","No","No",2
3622,2017,"50-54","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",12
4636,2014,"45-49","Non-Hispanic Black","Yes","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","Yes",1
4203,2016,"65-69","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",28
1107,2015,"50-54","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Surgical Menopause","35+","Yes","No",3
3585,2017,"35-39","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",3
418,2016,"75-79","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","Yes",2
109,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",8
2146,2015,"70-74","Non-Hispanic White","No",">14",">30","Extremely dense","No","Post-menopausal","30-34.99","Yes","Yes",1
4150,2013,"75-79","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
